timestamp,covered
1741876096,4313
1741876157,4321
1741876217,4321
1741876277,4349
1741876338,4353
1741876398,4355
1741876458,4383
1741876519,4389
1741876579,4389
1741876640,4389
1741876700,4389
1741876761,4402
1741876821,4402
1741876882,4404
1741876942,4404
1741877003,4435
1741877063,4435
1741877124,4435
1741877184,4442
1741877245,4442
1741877305,4465
1741877366,4467
1741877426,4467
1741877487,4467
1741877547,4467
1741877607,4467
1741877668,4486
1741877728,4486
1741877789,4486
1741877849,4486
1741877910,4486
1741877970,4486
1741878031,4528
1741878091,4528
1741878152,4528
1741878213,4528
1741878273,4528
1741878334,4528
1741878394,4528
1741878455,4528
1741878515,4528
1741878576,4528
1741878636,4529
1741878697,4529
1741878757,4573
1741878818,4604
1741878878,4604
1741878939,4607
1741879000,4611
1741879060,4611
1741879122,4645
1741879182,4645
1741879242,4645
1741879303,4645
1741879363,4645
1741879424,4645
1741879485,4645
1741879545,4645
1741879606,4645
1741879666,4645
1741879727,4645
1741879787,4645
1741879848,4645
1741879908,4645
1741879969,4645
1741880029,4650
1741880090,4650
1741880150,4650
1741880211,4650
1741880272,4650
1741880332,4650
1741880393,4650
1741880453,4650
1741880514,4653
1741880574,4654
1741880635,4654
1741880696,4654
1741880756,4654
1741880817,4654
1741880877,4654
1741880938,4654
1741880998,4654
1741881059,4654
1741881119,4656
1741881180,4656
1741881241,4657
1741881301,4657
1741881361,4657
1741881422,4657
1741881483,4657
1741881543,4657
1741881604,4657
1741881664,4657
1741881725,4667
1741881786,4667
1741881846,4667
1741881907,4667
1741881967,4667
1741882028,4667
1741882088,4755
1741882149,4755
1741882209,4755
1741882270,4755
1741882330,4755
1741882391,4755
1741882452,4755
1741882512,4755
1741882573,4755
1741882633,4757
1741882694,4757
1741882754,4757
1741882815,4757
1741882875,4757
1741882936,4757
1741882997,4757
1741883057,4757
1741883118,4757
1741883178,4757
1741883239,4757
1741883299,4757
1741883360,4757
1741883421,4757
1741883481,4777
1741883542,4777
1741883602,4782
1741883663,4782
1741883723,4782
1741883784,4782
1741883844,4782
1741883905,4782
1741883965,4782
1741884026,4782
1741884086,4782
1741884147,4782
1741884208,4782
1741884268,4782
1741884329,4782
1741884389,4782
1741884450,4782
1741884510,4792
1741884571,4792
1741884631,4792
1741884692,4792
1741884752,4792
1741884813,4792
1741884873,4792
1741884934,4792
1741884995,4793
1741885055,4793
1741885116,4793
1741885176,4793
1741885237,4793
1741885297,4793
1741885358,4793
1741885418,4793
1741885479,4793
1741885540,4793
1741885600,4794
1741885661,4794
1741885721,4794
1741885782,4794
1741885842,4794
1741885903,4794
1741885963,4794
1741886024,4794
1741886084,4794
1741886145,4794
1741886205,4807
1741886266,4807
1741886326,4807
1741886387,4811
1741886447,4811
1741886508,4814
1741886568,4814
1741886629,4814
1741886689,4814
1741886750,4819
1741886810,4819
1741886871,4819
1741886931,4819
1741886992,4819
1741887052,4819
1741887113,4819
1741887173,4819
1741887234,4819
1741887294,4819
1741887355,4819
1741887416,4819
1741887476,4819
1741887537,4819
1741887597,4821
1741887658,4821
1741887718,4821
1741887779,4821
1741887840,4821
1741887900,4821
1741887961,4821
1741888021,4821
1741888082,4821
1741888143,4821
1741888203,4821
1741888264,4821
1741888324,4821
1741888385,4821
1741888445,4821
1741888506,4821
1741888567,4821
1741888627,4821
1741888688,4821
1741888748,4821
1741888809,4821
1741888870,4821
1741888930,4821
1741888991,4821
1741889051,4821
1741889112,4821
1741889172,4821
1741889233,4821
1741889294,4821
1741889354,4821
1741889415,4821
1741889475,4821
1741889536,4821
1741889597,4821
1741889657,4821
1741889718,4821
1741889778,4821
1741889839,4822
1741889899,4822
1741889960,4822
1741890020,4822
1741890081,4822
1741890142,4822
1741890202,4822
1741890263,4822
1741890323,4822
1741890384,4822
1741890444,4822
1741890505,4822
1741890565,4822
1741890626,4822
1741890687,4822
1741890747,4822
1741890808,4822
1741890868,4822
1741890929,4822
1741890989,4822
1741891050,4822
1741891110,4822
1741891171,4822
1741891231,4822
1741891292,4825
1741891352,4825
1741891413,4825
1741891473,4825
1741891534,4825
1741891594,4825
1741891655,4825
1741891716,4825
1741891776,4825
1741891837,4825
1741891897,4825
1741891958,4825
1741892018,4834
1741892079,4834
1741892139,4837
1741892200,4837
1741892260,4837
1741892321,4837
1741892381,4837
1741892442,4837
1741892502,4837
1741892563,4837
1741892624,4838
1741892684,4838
1741892745,4838
1741892805,4838
1741892866,4838
1741892926,4838
1741892987,4840
1741893047,4840
1741893108,4840
1741893168,4840
1741893229,4840
1741893289,4840
1741893350,4840
1741893410,4840
1741893471,4840
1741893532,4840
1741893592,4840
1741893653,4840
1741893713,4840
1741893774,4840
1741893834,4840
1741893895,4840
1741893956,4840
1741894016,4840
1741894077,4840
1741894137,4840
1741894198,4840
1741894258,4840
1741894319,4840
1741894379,4840
1741894440,4840
1741894500,4841
1741894561,4841
1741894622,4841
1741894682,4841
1741894743,4841
1741894803,4841
1741894864,4841
1741894924,4841
1741894985,4841
1741895045,4841
1741895106,4841
1741895167,4841
1741895227,4841
1741895287,4841
1741895348,4841
1741895408,4841
1741895469,4841
1741895530,4841
1741895590,4841
1741895651,4842
1741895711,4842
1741895772,4842
1741895832,4842
1741895893,4842
1741895953,4842
1741896014,4842
1741896075,4842
1741896135,4842
1741896196,4842
1741896256,4842
1741896317,4842
1741896378,4842
1741896438,4842
1741896499,4842
1741896559,4842
1741896620,4842
1741896680,4842
1741896741,4842
1741896801,4842
1741896862,4842
1741896922,4842
1741896983,4842
1741897044,4842
1741897104,4843
1741897165,4843
1741897225,4843
1741897286,4843
1741897346,4843
1741897407,4843
1741897468,4843
1741897528,4843
1741897589,4843
1741897649,4843
1741897710,4843
1741897770,4843
1741897831,4843
1741897891,4843
1741897952,4843
1741898012,4843
1741898073,4843
1741898133,4844
1741898194,4844
1741898254,4844
1741898315,4844
1741898376,4844
1741898436,4844
1741898497,4845
1741898557,4845
1741898618,4845
1741898678,4845
1741898739,4845
1741898799,4845
1741898860,4845
1741898921,4845
1741898981,4845
1741899042,4845
1741899102,4845
1741899163,4845
1741899223,4845
1741899284,4845
1741899344,4845
1741899405,4845
1741899466,4845
1741899526,4845
1741899587,4845
1741899647,4845
1741899708,4845
1741899768,4845
1741899829,4845
1741899890,4845
1741899950,4845
1741900011,4845
1741900071,4845
1741900132,4845
1741900193,4845
1741900253,4845
1741900314,4845
1741900374,4845
1741900435,4845
1741900495,4845
1741900556,4845
1741900616,4845
1741900677,4845
1741900738,4845
1741900798,4845
1741900858,4845
1741900919,4845
1741900979,4845
1741901040,4845
1741901101,4845
1741901161,4845
1741901222,4845
1741901282,4845
1741901343,4845
1741901403,4848
1741901464,4848
1741901524,4848
1741901585,4848
1741901646,4848
1741901706,4848
1741901767,4848
1741901827,4850
1741901888,4850
1741901948,4850
1741902009,4850
1741902070,4850
1741902130,4850
1741902191,4850
1741902251,4850
1741902312,4850
1741902372,4850
1741902433,4850
1741902493,4850
1741902554,4850
1741902615,4850
1741902675,4850
1741902736,4850
1741902796,4850
1741902857,4850
1741902917,4850
1741902978,4850
1741903039,4850
1741903099,4854
1741903160,4854
1741903220,4854
1741903281,4854
1741903341,4854
1741903402,4854
1741903462,4854
1741903523,4855
1741903583,4855
1741903644,4855
1741903705,4855
1741903765,4855
1741903826,4855
1741903886,4855
1741903947,4855
1741904007,4855
1741904068,4855
1741904129,4855
1741904189,4855
1741904250,4855
1741904310,4855
1741904371,4855
1741904431,4855
1741904492,4855
1741904552,4855
1741904613,4855
1741904674,4855
1741904734,4855
1741904795,4855
1741904855,4855
1741904916,4855
1741904976,4855
1741905037,4855
1741905097,4855
1741905158,4855
1741905219,4855
1741905279,4855
1741905340,4855
1741905400,4855
1741905461,4855
1741905521,4855
1741905582,4855
1741905642,4855
1741905703,4855
1741905764,4855
1741905824,4855
1741905885,4855
1741905945,4855
1741906006,4855
1741906066,4855
1741906127,4855
1741906188,4855
1741906248,4855
1741906309,4855
1741906369,4855
1741906430,4855
1741906490,4855
1741906551,4860
1741906611,4860
1741906672,4860
1741906733,4860
1741906793,4860
1741906854,4860
1741906915,4860
1741906975,4860
1741907036,4862
1741907096,4862
1741907157,4862
1741907217,4862
1741907278,4862
1741907338,4862
1741907399,4862
1741907459,4862
1741907520,4862
1741907581,4862
1741907641,4862
1741907702,4862
1741907762,4862
1741907823,4864
1741907883,4864
1741907944,4864
1741908004,4864
1741908065,4864
1741908125,4864
1741908186,4864
1741908246,4864
1741908307,4864
1741908367,4864
1741908428,4864
1741908488,4864
1741908549,4864
1741908610,4864
1741908670,4864
1741908731,4864
1741908791,4864
1741908852,4864
1741908913,4864
1741908973,4864
1741909034,4864
1741909094,4864
1741909155,4864
1741909215,4864
1741909276,4864
1741909336,4864
1741909397,4864
1741909458,4864
1741909518,4866
1741909579,4866
1741909639,4866
1741909700,4866
1741909760,4866
1741909821,4866
1741909881,4866
1741909942,4866
1741910003,4866
1741910063,4866
1741910124,4868
1741910184,4868
1741910244,4868
1741910305,4868
1741910365,4868
1741910426,4868
1741910487,4868
1741910547,4868
1741910608,4868
1741910668,4868
1741910729,4868
1741910789,4868
1741910850,4868
1741910910,4868
1741910971,4868
1741911032,4868
1741911092,4868
1741911153,4868
1741911213,4868
1741911274,4868
1741911335,4868
1741911395,4868
1741911456,4868
1741911517,4868
1741911577,4868
1741911638,4868
1741911698,4868
1741911759,4868
1741911819,4868
1741911880,4868
1741911941,4868
1741912001,4868
1741912062,4868
1741912122,4868
1741912183,4868
1741912243,4868
1741912304,4868
1741912364,4868
1741912425,4868
1741912486,4868
1741912546,4868
1741912607,4868
1741912667,4868
1741912728,4868
1741912788,4869
1741912849,4869
1741912909,4869
1741912970,4869
1741913030,4869
1741913091,4869
1741913152,4869
1741913212,4869
1741913273,4869
1741913333,4869
1741913394,4869
1741913454,4869
1741913515,4869
1741913576,4869
1741913636,4869
1741913697,4869
1741913757,4869
1741913818,4869
1741913878,4869
1741913939,4869
1741913999,4869
1741914060,4869
1741914120,4869
1741914181,4869
1741914242,4869
1741914302,4869
1741914363,4872
1741914423,4872
1741914484,4872
1741914544,4872
1741914605,4872
1741914665,4872
1741914726,4872
1741914787,4872
1741914848,4872
1741914908,4872
1741914969,4872
1741915029,4872
1741915090,4872
1741915151,4872
1741915211,4872
1741915272,4872
1741915332,4872
1741915393,4872
1741915453,4872
1741915514,4872
1741915574,4872
1741915635,4872
1741915695,4872
1741915756,4872
1741915816,4872
1741915877,4872
1741915938,4872
1741915998,4872
1741916059,4872
1741916119,4872
1741916180,4872
1741916240,4872
1741916301,4872
1741916362,4872
1741916422,4872
1741916483,4872
1741916543,4872
1741916604,4872
1741916665,4872
1741916725,4872
1741916786,4872
1741916846,4872
1741916907,4872
1741916967,4872
1741917028,4872
1741917088,4872
1741917149,4872
1741917209,4872
1741917270,4872
1741917331,4872
1741917391,4872
1741917452,4872
1741917512,4872
1741917573,4872
1741917634,4872
1741917694,4872
1741917755,4872
1741917815,4872
1741917876,4872
1741917937,4872
1741917997,4872
1741918058,4872
1741918118,4872
1741918179,4872
1741918239,4872
1741918300,4872
1741918361,4872
1741918421,4872
1741918482,4872
1741918542,4872
1741918603,4872
1741918663,4872
1741918724,4872
1741918784,4872
1741918845,4872
1741918905,4872
1741918966,4872
1741919027,4872
1741919087,4872
1741919148,4872
1741919208,4872
1741919269,4872
1741919329,4872
1741919390,4872
1741919451,4872
1741919511,4872
1741919572,4872
1741919632,4872
1741919693,4872
1741919754,4881
1741919814,4881
1741919875,4881
1741919935,4881
1741919996,4881
1741920057,4881
1741920117,4881
1741920178,4881
1741920238,4881
1741920299,4881
1741920359,4881
1741920420,4881
1741920480,4881
1741920541,4881
1741920601,4881
1741920662,4881
1741920722,4881
1741920783,4881
1741920844,4881
1741920904,4881
1741920965,4881
1741921025,4881
1741921086,4881
1741921146,4881
1741921207,4881
1741921267,4881
1741921328,4881
1741921388,4881
1741921449,4881
1741921509,4881
1741921570,4881
1741921631,4881
1741921691,4881
1741921752,4881
1741921812,4881
1741921873,4881
1741921933,4881
1741921994,4881
1741922054,4881
1741922115,4881
1741922176,4881
1741922236,4881
1741922297,4881
1741922357,4881
1741922418,4881
1741922478,4881
1741922539,4881
1741922599,4881
1741922660,4881
1741922721,4882
1741922781,4882
1741922842,4882
1741922903,4882
1741922963,4882
1741923024,4882
1741923084,4882
1741923145,4882
1741923205,4882
1741923266,4882
1741923326,4882
1741923387,4882
1741923447,4882
1741923508,4882
1741923568,4882
1741923629,4882
1741923690,4882
1741923750,4882
1741923811,4882
1741923871,4882
1741923932,4882
1741923992,4882
1741924053,4882
1741924114,4882
1741924174,4882
1741924235,4882
1741924295,4882
1741924356,4882
1741924416,4882
1741924477,4882
1741924537,4882
1741924598,4882
1741924658,4882
1741924719,4882
1741924779,4882
1741924840,4882
1741924901,4882
1741924961,4882
1741925022,4882
1741925082,4882
1741925143,4882
1741925203,4882
1741925264,4882
1741925325,4882
1741925385,4882
1741925446,4882
1741925506,4882
1741925567,4882
1741925627,4882
1741925688,4882
1741925749,4882
1741925809,4882
1741925870,4882
1741925930,4882
1741925991,4882
1741926051,4882
1741926112,4882
1741926173,4882
1741926233,4882
1741926294,4882
1741926354,4882
1741926415,4882
1741926475,4882
1741926536,4882
1741926596,4882
1741926657,4882
1741926717,4882
1741926778,4882
1741926839,4882
1741926899,4882
1741926960,4882
1741927020,4882
1741927081,4882
1741927141,4882
1741927202,4882
1741927262,4882
1741927323,4882
1741927384,4882
1741927444,4882
1741927505,4882
1741927565,4882
1741927626,4882
1741927686,4882
1741927747,4882
1741927807,4882
1741927868,4882
1741927928,4882
1741927989,4882
1741928049,4882
1741928110,4882
1741928171,4882
1741928231,4882
1741928292,4882
1741928352,4882
1741928413,4882
1741928473,4883
1741928534,4883
1741928594,4883
1741928655,4883
1741928715,4883
1741928776,4883
1741928837,4883
1741928897,4883
1741928958,4883
1741929018,4883
1741929079,4883
1741929139,4883
1741929200,4883
1741929260,4883
1741929321,4883
1741929381,4883
1741929442,4883
1741929502,4883
1741929563,4883
1741929624,4883
1741929684,4883
1741929745,4883
1741929805,4883
1741929866,4883
1741929926,4883
1741929987,4883
1741930047,4883
1741930108,4883
1741930168,4883
1741930229,4883
1741930290,4883
1741930350,4883
1741930411,4883
1741930471,4883
1741930532,4883
1741930592,4883
1741930653,4883
1741930713,4883
1741930774,4883
1741930834,4883
1741930895,4886
1741930956,4886
1741931016,4886
1741931077,4886
1741931137,4886
1741931198,4886
1741931258,4886
1741931319,4886
1741931379,4886
1741931440,4886
1741931501,4886
1741931561,4886
1741931622,4886
1741931682,4886
1741931743,4886
1741931803,4886
1741931864,4886
1741931924,4886
1741931985,4886
1741932045,4886
1741932106,4886
1741932167,4886
1741932227,4886
1741932288,4886
1741932348,4886
1741932409,4886
1741932469,4886
1741932530,4886
1741932590,4888
1741932651,4888
1741932712,4888
1741932772,4888
1741932833,4888
1741932893,4888
1741932954,4888
1741933015,4888
1741933075,4888
1741933136,4888
1741933197,4888
1741933257,4888
1741933318,4888
1741933378,4888
1741933439,4888
1741933499,4888
1741933560,4888
1741933621,4888
1741933681,4888
1741933742,4888
1741933802,4888
1741933862,4888
1741933922,4888
1741933982,4888
1741934043,4888
1741934103,4888
1741934163,4888
1741934223,4888
1741934283,4888
1741934343,4888
1741934403,4888
1741934464,4888
1741934524,4888
1741934585,4888
1741934645,4888
1741934705,4888
1741934766,4888
1741934826,4888
1741934886,4888
1741934947,4888
1741935007,4888
1741935067,4888
1741935128,4888
1741935188,4888
1741935248,4888
1741935309,4888
1741935369,4888
1741935429,4888
1741935489,4888
1741935550,4888
1741935610,4888
1741935670,4888
1741935731,4888
1741935791,4888
1741935851,4888
1741935912,4888
1741935972,4888
1741936032,4888
1741936093,4888
1741936153,4888
1741936213,4888
1741936274,4888
1741936334,4888
1741936395,4888
1741936455,4888
1741936515,4888
1741936576,4888
1741936636,4888
1741936696,4888
1741936757,4888
1741936817,4888
1741936878,4888
1741936938,4888
1741936998,4888
1741937059,4888
1741937119,4888
1741937179,4888
1741937240,4888
1741937300,4888
1741937360,4888
1741937421,4888
1741937481,4888
1741937541,4888
1741937602,4888
1741937662,4888
1741937722,4888
1741937783,4888
1741937843,4888
1741937903,4888
1741937964,4888
1741938024,4888
1741938084,4888
1741938145,4888
1741938205,4888
1741938265,4888
1741938326,4888
1741938386,4888
1741938447,4888
1741938507,4888
1741938567,4888
1741938628,4888
1741938688,4888
1741938748,4888
1741938809,4888
1741938869,4888
1741938930,4888
1741938990,4888
1741939050,4888
1741939111,4888
1741939171,4888
1741939232,4888
1741939292,4888
1741939353,4888
1741939413,4888
1741939474,4888
1741939535,4888
1741939595,4888
1741939656,4888
1741939716,4888
1741939777,4888
1741939837,4888
1741939898,4888
1741939958,4888
1741940019,4888
1741940079,4888
1741940140,4888
1741940201,4888
1741940261,4888
1741940322,4888
1741940382,4888
1741940443,4888
1741940503,4888
1741940564,4888
1741940624,4888
1741940685,4888
1741940745,4888
